"Name","Street","City","Phone","Email"
"Hollandse Club","Venusstraat, 17","2000 Antwerpen / Anvers","+32 (3) 232.82.67",""
"Foodmakers","Bolivarplaats, 2","2000 Antwerpen / Anvers","+32 (3) 257.51.58","bolivar@thefoodmaker.com"
"Taim","Kipdorpvest, 21","2000 Antwerpen / Anvers","+32 (3) 226.99.26",""
"Passage nv","Beddenstraat, 2","2000 Antwerpen / Anvers","+32 (3) 233.95.95",""
"Zulmat [MUROT PITTA]","Verschansingstraat, 61","2000 Antwerpen / Anvers","+32 (3) 237.43.65","info@murroderman.be"
"De 7 Schaken","Braderijstraat, 24","2000 Antwerpen / Anvers","+32 (3) 232.52.44","de7schaken@gmail.com"
"Peeters/Ann [GALLO NERO]","Grote Pieter Potstraat, 36","2000 Antwerpen / Anvers","+32 (3) 231.19.60",""
"Jeanty's","Lijnwaadmarkt, 5","2000 Antwerpen / Anvers","+32 (3) 226.07.10",""
"'t Sandt","Zand, 17","2000 Antwerpen / Anvers","+32 (3) 213.24.12",""
"Little Buddha/Tsasa","Luikstraat, 4","2000 Antwerpen / Anvers","+32 (3) 294.02.93",""
"Les Must de Cartier-Belgique","Schuttershofstraat, 2","2000 Antwerpen / Anvers","+32 (3) 231.17.71","boutique-cartier.antwerp@cartier.com"
"Adriaenssens/Sara [BROODJESATELIER]","Schaliënstraat, 41","2000 Antwerpen / Anvers","+32 (3) 216.29.86",""
"Fleur de Lijs","Verschansingstraat, 63","2000 Antwerpen / Anvers","+32 (3) 216.43.03",""
"De 14 smaken van de Midi bvba","Vlaamsekaai, 72","2000 Antwerpen / Anvers","+32 (3) 257.02.92","info@de14smakenvandemidi.com"
"Belgica","Verschansingstraat, 34","2000 Antwerpen / Anvers","+32 (3) 294.72.55",""
"Salko [MADRE TIERRA]","Minderbroedersrui, 47","2000 Antwerpen / Anvers","+32 (3) 232.42.40",""
"Verhestraeten LVDO Trattoria Dante [GRILL N° 1]","Koepoortbrug, 2","2000 Antwerpen / Anvers","",""
"'t Suut Bekske [DE KLEINE WERELD]","Hoogstraat, 54","2000 Antwerpen / Anvers","+32 (3) 232.22.60",""
"De Kleine Matthias","Brouwersvliet, 38","2000 Antwerpen / Anvers","+32 (3) 231.91.07","broodjes@kleinematthias.be"
"Da Giovanni","Jan Blomstraat, 8","2000 Antwerpen / Anvers","+32 (3) 226.74.50","dagiovanni@pandora.be"
"Lagoon [GULDEN SWAENE]","Hendrik Conscienceplein, 15","2000 Antwerpen / Anvers","+32 (3) 233.12.59","restaurant.gulden.swaene@pandora.be"
"Bollens/Mia [PASSAGE]","Beddenstraat, 2","2000 Antwerpen / Anvers","+32 (3) 227.40.26",""
"Arte bvba","Suikerrui, 24","2000 Antwerpen / Anvers","+32 (3) 226.29.70",""
"Fornuis ('t) Restaurant ['T FORNUIS]","Reyndersstraat, 24","2000 Antwerpen / Anvers","+32 (3) 233.99.03",""
"Valencia Restaurant gcv","Oudeleeuwenrui, 26","2000 Antwerpen / Anvers","+32 (3) 234.09.23",""
"Soeki","Volkstraat, 21","2000 Antwerpen / Anvers","+32 (3) 238.75.05",""
"Mendy's bvba","Huidevettersstraat, 37","2000 Antwerpen / Anvers","+32 (3) 231.24.47",""
"Tolschip","Schippersstraat, 33","2000 Antwerpen / Anvers","+32 (3) 289.69.70",""
"Kelleman [CROISSANTY]","Melkmarkt, 7","2000 Antwerpen / Anvers","+32 (3) 232.36.60",""
"Zuid-West [L'AIR MAROC]","Oudeleeuwenrui, 24","2000 Antwerpen / Anvers","+32 (3) 226.26.96","info@lairmaroc.be"
"GRINGO'S CANTINA","Ernest Van Dijckkaai, 24","2000 Antwerpen / Anvers","+32 (3) 232.63.84",""
"Van Laere/Ronald","Paardenmarkt, 21","2000 Antwerpen / Anvers","+32 (3) 233.14.86","r.van.laere@skynet.be"
